,Unnamed: 0,날짜,기사제목
524,15, 2021.07.19 17:18,"[공시] 카카오게임즈, 전체 임직원 대상 스톡옵션 부여"
525,16, 2021.07.19 16:28,"카카오게임즈, 성과 나눈다…임직원 360명에 스톡옵션 부여"
526,17, 2021.07.19 16:57,"'오딘' 흥행에 카카오게임즈, 전직원 스톡옵션 '또 푼다'"
527,18, 2021.07.19 16:54,"엔씨 제친 카카오게임즈, 임직원에 600주씩 스톡옵션 쏜다"
528,19, 2021.07.19 16:46,"[시그널] 오딘 대박난 카카오게임즈, 임직원에 165억 쐈다"
529,20, 2021.07.19 16:30,'오딘 흥행' 카카오게임즈 전직원에 스톡옵션 쏜다
530,21, 2021.07.19 16:19,"‘오딘’ 초대박 흥행 카카오게임즈, 전 임직원 대상 스톡옵션 부여"
531,22, 2021.07.19 16:12,"카카오게임즈, 직원 360명에 스톡옵션 21만6000주 부여"
532,23, 2021.07.19 14:14,코스닥 시총 2위 등극 카카오게임즈…리니지 밀어낸 오딘 매출 놀랍네~
533,24, 2021.07.18 09:39,코스닥 주간 기관 순매수 1위 ‘카카오게임즈’
534,25, 2021.07.18 09:39,코스닥 주간 개인 순매도 1위 ‘카카오게임즈’
535,0, 2021.07.20 09:00,"이베스트증권 “카카오게임즈, 오딘 개발사 연결 편입 가능성 있어···목..."
536,1, 2021.07.20 08:54,"이베스트證 ""카카오게임즈, 숨은가치 집중해야…목표가 10.5%↑"""
537,2, 2021.07.20 08:48,"카카오게임즈, '오딘' 개발사 편입 전망...목표가 10.5만"
538,3, 2021.07.20 08:26,"카카오게임즈, '리니지' 제친 '오딘' 개발사 편입 기대↑-이베스트"
539,4, 2021.07.20 08:06,"카카오게임즈, 숨은 모멘텀 가시화…목표가↑"
540,5, 2021.07.19 17:18,"[공시] 카카오게임즈, 전체 임직원 대상 스톡옵션 부여"
541,6, 2021.07.19 16:28,"카카오게임즈, 성과 나눈다…임직원 360명에 스톡옵션 부여"
542,7, 2021.07.19 16:57,"'오딘' 흥행에 카카오게임즈, 전직원 스톡옵션 '또 푼다'"
543,8, 2021.07.19 16:54,"엔씨 제친 카카오게임즈, 임직원에 600주씩 스톡옵션 쏜다"
544,9, 2021.07.19 16:46,"[시그널] 오딘 대박난 카카오게임즈, 임직원에 165억 쐈다"
545,10, 2021.07.19 16:30,'오딘 흥행' 카카오게임즈 전직원에 스톡옵션 쏜다
546,11, 2021.07.19 16:19,"‘오딘’ 초대박 흥행 카카오게임즈, 전 임직원 대상 스톡옵션 부여"
547,12, 2021.07.19 16:12,"카카오게임즈, 직원 360명에 스톡옵션 21만6000주 부여"
548,13, 2021.07.19 14:14,코스닥 시총 2위 등극 카카오게임즈…리니지 밀어낸 오딘 매출 놀랍네~
549,14, 2021.07.18 09:39,코스닥 주간 기관 순매수 1위 ‘카카오게임즈’
550,15, 2021.07.18 09:39,코스닥 주간 개인 순매도 1위 ‘카카오게임즈’
551,16, 2021.07.16 16:41,"카카오게임즈, 내달 4일 기업설명회 개최"
552,17, 2021.07.16 16:31,"카카오게임즈, 오는 8월 4일 2분기 결산 실적 발표"
553,18, 2021.07.16 16:24,[마감시황] 코스피 9.31p 하락한 3276.91로 마감…카카오게임즈...
554,19, 2021.07.16 15:45,"카카오게임즈, 외국인 매수세에 최고가 경신"
555,20, 2021.07.16 14:47,"카카오게임즈, 이어가는 상승세…신고가 경신"
556,0, 2021.07.19 16:28,"카카오게임즈, 성과 나눈다…임직원 360명에 스톡옵션 부여"
557,1, 2021.07.19 16:19,"‘오딘’ 초대박 흥행 카카오게임즈, 전 임직원 대상 스톡옵션 부여"
558,2, 2021.07.19 16:12,"카카오게임즈, 직원 360명에 스톡옵션 21만6000주 부여"
559,3, 2021.07.19 14:14,코스닥 시총 2위 등극 카카오게임즈…리니지 밀어낸 오딘 매출 놀랍네~
560,4, 2021.07.18 09:39,코스닥 주간 기관 순매수 1위 ‘카카오게임즈’
561,5, 2021.07.18 09:39,코스닥 주간 개인 순매도 1위 ‘카카오게임즈’
562,6, 2021.07.16 16:41,"카카오게임즈, 내달 4일 기업설명회 개최"
563,7, 2021.07.16 16:31,"카카오게임즈, 오는 8월 4일 2분기 결산 실적 발표"
564,8, 2021.07.16 16:24,[마감시황] 코스피 9.31p 하락한 3276.91로 마감…카카오게임즈...
565,9, 2021.07.16 15:45,"카카오게임즈, 외국인 매수세에 최고가 경신"
566,10, 2021.07.16 14:47,"카카오게임즈, 이어가는 상승세…신고가 경신"
567,11, 2021.07.16 14:16,"카카오게임즈, ‘엘리온’ 앞세워 북미·유럽 PC온라인게임 시장 공략 ‘..."
568,12, 2021.07.16 13:38,"카카오게임즈 엘리온, 북미·유럽시장 공략 나선다"
569,0, 2021.07.16 14:47,"카카오게임즈, 이어가는 상승세…신고가 경신"
570,1, 2021.07.16 14:16,"카카오게임즈, ‘엘리온’ 앞세워 북미·유럽 PC온라인게임 시장 공략 ‘..."
571,2, 2021.07.16 13:38,"카카오게임즈 엘리온, 북미·유럽시장 공략 나선다"
572,3, 2021.07.16 13:28,"[특징주] 카카오게임즈, 외인 매수세에 4거래일 연속 상승"
573,4, 2021.07.16 12:56,"카카오게임즈, 상승세에 최고가 돌파"
574,5, 2021.07.16 11:07,"[주식 초고수는 지금]'신작 출시' 카카오게임즈, '오딘' 영광 재현할..."
575,6, 2021.07.16 10:58,"[특징주]카카오게임즈, '오딘 질주'로 급등…52주 최고가"
576,7, 2021.07.14 11:44,"카카오게임즈 ‘이터널 리턴’, 뜨는 아이돌 그룹 ‘에스파’와 만났다"
577,8, 2021.07.14 08:08,"[시가총액 톱10 종목 변화 살펴보니] 카카오게임즈 진입, 스튜디오드래..."
578,9, 2021.07.13 15:01,"카카오게임즈, 하루만에 코스닥 시총 2위 탈환"
579,10, 2021.07.13 13:30,[종목속으로] 오딘 실적에 반등한 카카오게임즈…아직 남은 과제들
