,Unnamed: 0,날짜,기사제목
160,5, 2022.01.20 08:04,"""카카오·네이버에 맞선다더니""…카드 오픈페이 벌써 '휘청'"
161,6, 2022.01.19 17:34,"셀트리온 웃고, 카카오 울고... 악재 속 희비 엇갈린 그룹株"
162,7, 2022.01.19 16:02,악재 닥친 카카오·셀트리온···그룹주 운명은 엇갈려
163,8, 2022.01.19 17:19,"""IP가 경쟁력""···네이버·카카오 웹툰·웹소설 확보 경쟁 가열"
164,9, 2022.01.19 16:24,이번엔 탈세 의혹···9만원 뚫린 카카오
165,10, 2022.01.19 16:09,모빌리티·엔터 상장하면 곤두박질친 카카오 주가 반등할까
166,11, 2022.01.19 11:41,"카카오 수난시대…대표 탈세 논란 겹친 카카오 ‘9만원’ 붕괴, 페이·뱅..."
167,12, 2022.01.19 10:39,"카카오픽코마·픽코마, 글로벌 모바일 소비자 지표 톱10 진입"
168,13, 2022.01.19 09:47,"네이버·카카오↓, 셀트리온헬스케어 코스닥 1위 탈환 [개장시황]"
169,14, 2022.01.19 09:31,"코스피, 개인 '팔자'에 2850선 등락…'탈세 의혹' 카카오 3%↓"
170,0, 2021.10.03 18:03,"카카오 김범수, 네이버 한성숙, 삼성 노태문 국감장에 선다"
171,1, 2021.10.02 06:31,"""삼성전자·카카오 말고 이것 사라""…증권맨이 콕 찝은 종목 [박의명의 ..."
172,2, 2021.10.01 15:38,카카오-가맹택시 ‘윈윈 모델’ 가능할까… 상생 MOU 체결
173,3, 2021.10.01 14:04,"카카오모빌리티-가맹점협의회, 상생협력 MOU 체결"
174,4, 2021.10.01 12:04,"카카오택시 가맹점협의회, KM솔루션과 상생협약 체결"
175,5, 2021.10.01 07:36,`카카오`만 보이는 공정위 국감…해운담합 이슈도 재부상
176,6, 2021.09.30 15:49,[빅테크 규제]'카카오 롤모델' 구글·아마존 어떻길래
177,7, 2021.09.30 10:42,"삼성전자 카카오 네이버, 기관 공매도 쏟아낸다…전체 비중 33%, 한달..."
178,8, 2021.09.29 15:16,"카카오 논란 속 '소상공인 상생' 강조한 한성숙…""그래야 네이버 사업 ..."
179,9, 2021.09.29 13:20,"임혜숙 장관 ""네이버·카카오 사회기여 커..규제 신중해야"""
180,10, 2021.09.28 17:54,"""카카오 골목상권 침탈 그만""···택시·대리운전 업계 반발 확산"
181,11, 2021.09.28 15:53,"'카카오 때리기' 한목소리…택시·대리기사들 ""최대 피해자는 소비자"""
182,12, 2021.09.28 14:46,"""카카오, 대리운전·택시 생태계 파괴"" 업계 반발 확산"
183,13, 2021.09.28 17:32,"동학개미 이번엔 돈 벌 수 있을까…외국인 삼전 집중, 개인 카카오 매수..."
184,0, 2021.09.28 17:54,"""카카오 골목상권 침탈 그만""···택시·대리운전 업계 반발 확산"
185,1, 2021.09.28 15:53,"'카카오 때리기' 한목소리…택시·대리기사들 ""최대 피해자는 소비자"""
186,2, 2021.09.28 14:46,"""카카오, 대리운전·택시 생태계 파괴"" 업계 반발 확산"
187,3, 2021.09.28 17:32,"동학개미 이번엔 돈 벌 수 있을까…외국인 삼전 집중, 개인 카카오 매수..."
188,4, 2021.09.28 16:55,"카카오메이커스, 강원도와 농가 위한 상생 협약 맺었다"
189,5, 2021.09.28 16:42,"카카오메이커스, 강원도 농가 판로 확대 돕는다"
190,6, 2021.09.28 16:21,"카카오메이커스, 강원도와 상생 협약...농특산물 발굴·홍보"
191,7, 2021.09.28 07:20,"[테크&머니]카카오 김주원 부회장, 대체불가 존재감"
192,8, 2021.09.27 20:57,카카오·네이버·배민 대표 등 기업인들 국정감사 대거 증인채택
193,9, 2021.09.27 19:26,"카카오모빌리티, 대리운전 시장 장악력 강화"
194,10, 2021.09.27 18:26,K콘텐츠로 날개 달다 '글로벌 카카오' 가속
195,11, 2021.09.27 18:00,다시 고개 드는 카카오
196,12, 2021.09.27 17:24,"네이버는 10억개, 카카오는 8500개…IP 개수 차이나는 이유 알아보..."
197,13, 2021.09.27 15:09,카카오모빌리티 국감행…애플·구글 등 IT공룡도 대표 소환
198,0, 2021.09.27 18:26,K콘텐츠로 날개 달다 '글로벌 카카오' 가속
199,1, 2021.09.27 18:00,다시 고개 드는 카카오
200,2, 2021.09.27 17:24,"네이버는 10억개, 카카오는 8500개…IP 개수 차이나는 이유 알아보..."
201,3, 2021.09.27 15:09,카카오모빌리티 국감행…애플·구글 등 IT공룡도 대표 소환
202,4, 2021.09.27 13:10,규제 이슈 정말 선반영 됐나…수위 높아진 ‘카카오 때리기’
203,5, 2021.09.27 12:27,'카카오·삼성PASS로 고용·산재보험 신고하세요'
204,6, 2021.09.27 12:02,카카오·삼성PASS 등으로도 고용·산재보험 신고 가능해진다
205,7, 2021.09.27 11:57,"카카오, 낙폭 과도했나…현대차證 “저점 매수 시점”"
206,8, 2021.09.27 08:58,"현대차증권 “카카오, 최근 주가 하락폭은 과도…매수 기회”"
207,9, 2021.09.27 08:48,"""카카오, 최근 주가 하락폭은 과도…저가 매수 기회""-현대차證"
208,10, 2021.09.27 08:20,"[클릭 e종목] ""과도하게 움츠러든 카카오, 잠재력은 여전"""
209,11, 2021.09.27 08:13,"""카카오, 캐시카우·추가 상생방안 기대…저점 매수 시점""-현대차증권"
210,12, 2021.09.27 07:53,"카카오, 최근 낙폭 과도…빅테크 저점 매수 시점 -현대차"
211,13, 2021.09.27 11:39,플랫폼 규제에 목표주가 하향 불구...개인 네이버보다 카카오 ‘더블베팅...
212,14, 2021.09.27 10:18,목표주가 하향에도 네이버보다 카카오 2배 산 개인
213,15, 2021.09.27 10:52,"""카카오, 반년새 검찰·청와대 등 권력기관 퇴직자 집중 채용"""
214,16, 2021.09.27 09:35,"“카카오, 반년새 검찰·청와대 등 권력기관 퇴직자 집중 채용”"
215,17, 2021.09.27 09:52,"LG화학·카카오, 시총 5위 놓고 공방"
216,0, 2021.09.27 10:18,목표주가 하향에도 네이버보다 카카오 2배 산 개인
217,1, 2021.09.27 09:52,"LG화학·카카오, 시총 5위 놓고 공방"
218,2, 2021.09.27 09:41,"88년생 카카오브레인 김일두 대표, ‘음mm’에서 토크쇼"
