,Unnamed: 0,날짜,기사제목
144,13, 2021.07.22 09:21,"최대 실적 '우리금융지주', 경상수익성 확대·고배당 매력까지 -이베스트"
145,0, 2021.07.22 10:25,"우리금융, '으쓱(ESG) 캠페인' 확대 시행"
146,1, 2021.07.22 09:29,"[특징주]우리금융지주, 2Q 어닝서프라이즈에 3%대 상승"
147,2, 2021.07.22 09:28,"[특징주] 유안타증권, 우리금융 중소형증권사 M&A 추진 소식에 강세"
148,3, 2021.07.22 09:21,"최대 실적 '우리금융지주', 경상수익성 확대·고배당 매력까지 -이베스트"
149,4, 2021.07.22 08:11,"우리금융지주, 2Q 역대 최대 순이익 냈다…목표가 11%↑-신한"
150,5, 2021.07.22 07:29,"[클릭 e종목]우리금융지주, 깜짝 실적 달성…""올 배당수익률 7%"""
151,6, 2021.07.22 07:15,우리금융의 의미있는 반전…중간배당 '확인'
152,7, 2021.07.22 04:03,"우리금융, 베트남에 기업 지원센터…신남방 진출 교두보로"
153,8, 2021.07.21 20:12,우리금융 상반기 실적 어닝 서프라이즈...순이익 1.4조 기록
154,9, 2021.07.21 18:31,"우리금융, 상반기 순이익 1조4000억… 작년 연간 실적 넘어섰다"
155,10, 2021.07.21 16:47,"""우리도 놀랐다"" 우리금융, 상반기 순익 1조4197억원…'사상최대'"
156,11, 2021.07.21 16:15,"우리금융 상반기 이익, 작년 한해 치 넘었다…창사이래 최대[인더머니]"
157,12, 2021.07.21 15:52,"우리금융, 상반기 순이익 1조 4197억원...전년 연간 순이익 넘어..."
158,13, 2021.07.21 15:51,"우리금융, '어닝 서프라이즈'…상반기 순이익 1조4197억원"
159,14, 2021.07.21 17:59,"상반기 1.4조 순익 우리금융..""비은행 선전""(재종합)"
160,15, 2021.07.21 16:38,우리금융 최대 순익···자회사 시너지 빛났다
161,16, 2021.07.21 15:54,"우리금융, 상반기 당기순익 1.4조 달성… 지주 전환 후 최대 실적"
162,17, 2021.07.21 15:49,"우리금융, 어닝서프라이즈 기록..분기·반기 역대 최대(종합)"
163,0, 2021.07.21 17:59,"상반기 1.4조 순익 우리금융..""비은행 선전""(재종합)"
164,1, 2021.07.21 16:38,우리금융 최대 순익···자회사 시너지 빛났다
165,2, 2021.07.21 15:54,"우리금융, 상반기 당기순익 1.4조 달성… 지주 전환 후 최대 실적"
166,3, 2021.07.21 15:49,"우리금융, 어닝서프라이즈 기록..분기·반기 역대 최대(종합)"
167,4, 2021.07.21 17:48,'우리은행 2분기 역대급 7526억원 순익'
168,5, 2021.07.21 17:38,"우리금융, 상반기 순이익 1.4조…중간배당 배당성향 27~30%"
169,6, 2021.07.21 17:38,"우리금융, 상반기에 이미 작년 실적 추월"
