,Unnamed: 0,날짜,기사제목
106,4, 2021.12.21 09:49,"기업은행, 중기 근로자 가족에 치료비 5억원 전달"
107,5, 2021.12.21 11:01,"기업은행-신보, '비대면·디지털 금융' 활성화 업무협약"
108,6, 2021.12.21 10:51,"기업은행, 은행권 최초 비대면 보증신청"
109,7, 2021.12.21 10:12,"IBK證, 해외주식 이벤트…추첨 통해 테·루·리 증정"
110,8, 2021.12.21 09:59,"IBK證, 8주간 ‘해외주식 선물받기 이벤트’ 진행"
111,9, 2021.12.21 09:34,신보-기업은행과 비대면·디지털 금융 활성화 업무협약
112,10, 2021.12.20 15:56,"기업은행-주금공, ESG 우수 中企에 최대 5억원 저리 대출"
113,11, 2021.12.20 15:37,"기업은행·주금공, 150억원 규모 ESG 펀드 조성"
114,12, 2021.12.20 15:36,"주금공·기업은행, ESG 잘하는 中企에 5억까지 싸게 빌려준다"
115,13, 2021.12.20 15:26,"기업은행 주금공, ESG 중소기업에 최대 5억원 대출"
116,14, 2021.12.19 06:02,"“중형 증권사의 반란”…한화·IBK·KTB, 신용도 상향 조정 ‘낭보’"
117,15, 2021.12.16 13:53,"[fn마켓워치]아이디·대성·하랑·IBK·T, 디지털 휴먼 영상 '라이언..."
118,16, 2021.12.16 12:01,"기업은행, 올해 사회적기업에 3505억 지원...은행권 1위"
119,17, 2021.12.14 15:16,"기업은행, 전통시장 외벽·간판 리모델링…소상공인에 'IBK희망디자인' ..."
120,0, 2021.12.20 15:56,"기업은행-주금공, ESG 우수 中企에 최대 5억원 저리 대출"
121,1, 2021.12.20 15:37,"기업은행·주금공, 150억원 규모 ESG 펀드 조성"
122,2, 2021.12.20 15:36,"주금공·기업은행, ESG 잘하는 中企에 5억까지 싸게 빌려준다"
123,3, 2021.12.20 15:26,"기업은행 주금공, ESG 중소기업에 최대 5억원 대출"
124,4, 2021.12.19 06:02,"“중형 증권사의 반란”…한화·IBK·KTB, 신용도 상향 조정 ‘낭보’"
125,5, 2021.12.16 13:53,"[fn마켓워치]아이디·대성·하랑·IBK·T, 디지털 휴먼 영상 '라이언..."
126,6, 2021.12.16 12:01,"기업은행, 올해 사회적기업에 3505억 지원...은행권 1위"
127,7, 2021.12.14 15:16,"기업은행, 전통시장 외벽·간판 리모델링…소상공인에 'IBK희망디자인' ..."
128,8, 2021.12.13 08:25,내년 3월 기업은행 노조추천이사제 도입할까
