,Unnamed: 0,날짜,기사제목
148,25, 2021.11.08 17:49,'메타버스' 시동거는 신한은행... 자체 스테이블코인 발행 추진
149,26, 2021.11.08 15:21,"신한은행, 자체 스테이블코인 발행 추진"
150,27, 2021.11.08 11:14,‘신한은행만의 메타버스’ 구축 시동
151,28, 2021.11.08 09:44,[단독] 신한은행 가상자산 보유 검토…자체 메타버스에 필요
152,0, 2021.11.10 10:24,"신한銀, '신한 커리어온' 1기 졸업식 시행"
153,1, 2021.11.10 10:20,"신한금융희망재단, AVPN과 '동북아 소셜임팩트 써밋' 공동 주최"
154,2, 2021.11.10 10:06,"조용병 신한금융 회장 “탄소중립 금융, 친환경 전환 가속화”"
155,3, 2021.11.10 09:17,"조용병 신한금융 회장 ""각 분야 힘 합치면 탄소중립 빠른 달성"""
156,4, 2021.11.09 18:22,"진옥동 신한은행장, 덕수궁 일본어 음성 안내 서비스"
157,5, 2021.11.09 18:02,"진옥동 신한은행장, 덕수궁 오디오가이드 재능기부"
158,6, 2021.11.09 15:24,"진옥동 신한은행장, 덕수궁 오디오 가이드 재능기부"
159,7, 2021.11.09 14:14,신한은행 덕수궁 오디오 가이드 시행...진옥동 행장 재능기부
160,8, 2021.11.09 10:19,"신한銀, '덕수궁 오디오 가이드' 시행…진옥동 행장, 일본어 버전 녹..."
161,9, 2021.11.09 10:16,"신한은행, 덕수궁 오디오 가이드 시행"
162,10, 2021.11.09 08:19,"CJ대한통운, 이커머스 사업·4Q 택배 점유율에 달린 주가…목표가↓-신..."
163,11, 2021.11.08 18:07,"더존, 신한銀과 '기업 디지털 금융상품' 출시"
164,12, 2021.11.08 13:53,더존비즈온·신한은행 '기업 디지털 금융 상품' 출시
165,13, 2021.11.08 10:27,"더존비즈온, 신한은행과 ‘기업 디지털 금융 상품’ 출시"
166,14, 2021.11.08 17:57,[시그널] 신한서부티엔디·미래에셋글로벌리츠 연내 코스피 상장
167,15, 2021.11.08 17:49,'메타버스' 시동거는 신한은행... 자체 스테이블코인 발행 추진
168,16, 2021.11.08 15:21,"신한은행, 자체 스테이블코인 발행 추진"
169,17, 2021.11.08 11:14,‘신한은행만의 메타버스’ 구축 시동
170,18, 2021.11.08 09:44,[단독] 신한은행 가상자산 보유 검토…자체 메타버스에 필요
171,19, 2021.11.08 17:18,"은행권, 내년 대출 관리 새판짜기 돌입… ‘모범생’ 신한은행 참고할까"
172,0, 2021.11.09 08:19,"CJ대한통운, 이커머스 사업·4Q 택배 점유율에 달린 주가…목표가↓-신..."
173,1, 2021.11.08 18:07,"더존, 신한銀과 '기업 디지털 금융상품' 출시"
174,2, 2021.11.08 13:53,더존비즈온·신한은행 '기업 디지털 금융 상품' 출시
175,3, 2021.11.08 10:27,"더존비즈온, 신한은행과 ‘기업 디지털 금융 상품’ 출시"
176,4, 2021.11.08 17:57,[시그널] 신한서부티엔디·미래에셋글로벌리츠 연내 코스피 상장
