,Unnamed: 0,날짜,기사제목
681,17, 2021.10.18 17:22,"엔씨소프트 '리니지W' 1300만 몰렸다…""MMORPG 신기록"""
682,18, 2021.10.18 15:54,"엔씨 리니지W, 글로벌 사전예약 1300만 넘었다"
683,19, 2021.10.18 15:50,"엔씨소프트, '리니지W' 글로벌 사전예약 1300만 돌파"
684,20, 2021.10.18 15:31,“네이버와 엔씨 보안 취약 찾아내면 천만원 포상”..KISA
685,21, 2021.10.15 17:09,[증시이슈] 엔씨소프트 3거래일 연속 상승…반등 신호탄일까
686,22, 2021.10.15 10:54,"엔씨 유니버스, '라잇썸' 플래닛 오픈"
687,23, 2021.10.15 10:14,"엔씨소프트, 리니지W 클래스 8종 영상 공개"
688,24, 2021.10.15 09:55,"엔씨소프트 ‘리니지W’, 캐릭터 8종 영상 공개"
689,25, 2021.10.13 17:53,"이종성 “게임 확률형 아이템은 도박···국민연금, 엔씨 투자해 7000..."
690,0, 2021.10.18 15:54,"엔씨 리니지W, 글로벌 사전예약 1300만 넘었다"
691,1, 2021.10.18 15:50,"엔씨소프트, '리니지W' 글로벌 사전예약 1300만 돌파"
692,2, 2021.10.18 15:31,“네이버와 엔씨 보안 취약 찾아내면 천만원 포상”..KISA
693,3, 2021.10.18 09:46,"엔씨소프트, 3분기 실적부진 전망…목표주가 18%↓"
694,4, 2021.10.18 09:11,"엔씨소프트, 3분기 실적 기대치 하회 전망에 하락"
695,5, 2021.10.18 08:48,"KB증권 “엔씨소프트, 실적 부진…목표가 79만원 하향”"
696,6, 2021.10.18 08:05,또 내려간 엔씨 목표가…1년 8개월 전 수준으로 회귀
697,7, 2021.10.18 07:49,"엔씨소프트, 목표주가 96만→79만-KB"
698,8, 2021.10.18 07:34,"엔씨소프트, 주요 게임 매출액 부진…목표가↓ -KB"
699,9, 2021.10.18 07:28,"""엔씨소프트, 3분기 실적 컨센서스 하회 전망에 목표가↓""-KB"
700,10, 2021.10.18 07:23,"[클릭 e종목]""엔씨소프트, 리니지W로 주가 반등 모멘텀 만들 것"""
701,11, 2021.10.15 17:09,[증시이슈] 엔씨소프트 3거래일 연속 상승…반등 신호탄일까
702,12, 2021.10.15 10:54,"엔씨 유니버스, '라잇썸' 플래닛 오픈"
703,13, 2021.10.15 10:14,"엔씨소프트, 리니지W 클래스 8종 영상 공개"
704,14, 2021.10.15 09:55,"엔씨소프트 ‘리니지W’, 캐릭터 8종 영상 공개"
705,15, 2021.10.13 17:53,"이종성 “게임 확률형 아이템은 도박···국민연금, 엔씨 투자해 7000..."
706,16, 2021.10.13 15:51,"엔씨, ‘리니지2’ 월드 거래소 연다"
707,17, 2021.10.11 17:28,엔씨·SK하이닉스·아모레·LG… 증시 이끌던 대형주 목표가 줄하향
708,18, 2021.10.11 17:08,엔씨·하이닉스·삼전…증권사 목표가 하향
709,19, 2021.10.11 14:19,"'엔씨' '아모레' 증시 이끌던 주요 종목, 하향 리포트 쏟아져"
710,20, 2021.10.11 10:31,"""정말 그때 팔았어야 했나""…증권가, 삼성전자 카카오 엔씨 등 줄줄이..."
711,21, 2021.10.08 15:41,반등 타이밍에 ‘성희롱’ 악재 터진 엔씨소프트
712,0, 2021.10.18 07:23,"[클릭 e종목]""엔씨소프트, 리니지W로 주가 반등 모멘텀 만들 것"""
713,1, 2021.10.15 17:09,[증시이슈] 엔씨소프트 3거래일 연속 상승…반등 신호탄일까
714,2, 2021.10.15 10:54,"엔씨 유니버스, '라잇썸' 플래닛 오픈"
715,3, 2021.10.15 10:14,"엔씨소프트, 리니지W 클래스 8종 영상 공개"
716,4, 2021.10.15 09:55,"엔씨소프트 ‘리니지W’, 캐릭터 8종 영상 공개"
717,5, 2021.10.13 17:53,"이종성 “게임 확률형 아이템은 도박···국민연금, 엔씨 투자해 7000..."
718,6, 2021.10.13 15:51,"엔씨, ‘리니지2’ 월드 거래소 연다"
719,7, 2021.10.11 17:28,엔씨·SK하이닉스·아모레·LG… 증시 이끌던 대형주 목표가 줄하향
720,8, 2021.10.11 17:08,엔씨·하이닉스·삼전…증권사 목표가 하향
721,9, 2021.10.11 14:19,"'엔씨' '아모레' 증시 이끌던 주요 종목, 하향 리포트 쏟아져"
722,10, 2021.10.11 10:31,"""정말 그때 팔았어야 했나""…증권가, 삼성전자 카카오 엔씨 등 줄줄이..."
723,11, 2021.10.08 15:41,반등 타이밍에 ‘성희롱’ 악재 터진 엔씨소프트
724,12, 2021.10.08 10:20,[CEO DOWNㅣ김택진 엔씨소프트 대표] 과금 구조 혁신 예고…시장 ...
725,13, 2021.10.08 09:36,"카카오게임즈 '오딘', 9월 매출 500억 상회…엔씨소프트 2?3?4위..."
726,0, 2021.10.11 10:31,"""정말 그때 팔았어야 했나""…증권가, 삼성전자 카카오 엔씨 등 줄줄이 ..."
727,1, 2021.10.08 15:41,반등 타이밍에 ‘성희롱’ 악재 터진 엔씨소프트
728,2, 2021.10.08 10:20,[CEO DOWNㅣ김택진 엔씨소프트 대표] 과금 구조 혁신 예고…시장 ...
729,3, 2021.10.08 09:36,"카카오게임즈 '오딘', 9월 매출 500억 상회…엔씨소프트 2?3?4위..."
730,4, 2021.10.07 19:01,“엔씨 왜 이러나” 상습 성희롱에 ‘줄퇴사’ 논란까지
731,5, 2021.10.07 17:10,"""머리 쓰다듬고 목 만져""···엔씨 '성희롱 폭로글' 나왔다"
732,6, 2021.10.07 16:30,"엔씨소프트 ""성희롱 제보 대상자 직위해제 대기 발령"""
733,7, 2021.10.07 17:37,"""상사에 상습 성희롱 당해""…엔씨소프트 진상조사 중"
734,8, 2021.10.07 10:29,"""엔씨소프트, 3분기 실적 기대 하회 전망""…목표주가 하향"
735,9, 2021.10.07 08:39,"이베스트투자증권 “엔씨소프트, 3분기 실적 전망치 하회 전망…리니지 ..."
736,10, 2021.10.07 08:16,"엔씨소프트, 3Q 실적 전망치 하회…목표가↓-이베스트"
737,11, 2021.10.07 08:14,"[클릭 e종목] “엔씨소프트, 단기적으로 리니지W 성적 살펴야”"
738,12, 2021.10.07 08:12,"“엔씨소프트, 실적 기대 이하겠지만 리니지W 기대…목표가↓”-이베스트"
739,13, 2021.10.07 08:10,"창업자까지 나섰지만…카카오·엔씨, 바닥이 안 보인다"
740,14, 2021.10.06 18:55,"엔씨소프트 홍원준 CFO 영입 ""글로벌 투자역량·성장동력 강화"""
741,15, 2021.10.06 16:14,"[마켓인사이트]엔씨소프트, 홍원준 전 스톤브릿지캐피털 파트너 CFO로..."
742,16, 2021.10.06 10:56,"엔씨소프트, 홍원준 신임 CFO 영입…“투자발굴·가치제고”"
743,17, 2021.10.06 10:46,"엔씨소프트, 신규 임원 영입 발표"
744,18, 2021.10.06 10:41,"엔씨, CFO에 정통금융맨 홍원준 부사장 영입"
745,19, 2021.10.06 16:34,"글로벌 역량강화 나선 엔씨소프트, CFO에 홍원순 영입"
746,20, 2021.10.06 15:37,"엔씨소프트, '글로벌 투자 전문가' 홍원준 CFO 영입"
747,21, 2021.10.06 11:10,"엔씨소프트, 홍원준 CFO 영입…글로벌 투자역량 강화"
748,22, 2021.10.06 10:39,"엔씨소프트, 홍원준 CFO 영입…""글로벌 투자역량 확대"""
749,0, 2021.10.07 08:16,"엔씨소프트, 3Q 실적 전망치 하회…목표가↓-이베스트"
750,1, 2021.10.07 08:14,"[클릭 e종목] “엔씨소프트, 단기적으로 리니지W 성적 살펴야”"
751,2, 2021.10.07 08:12,"“엔씨소프트, 실적 기대 이하겠지만 리니지W 기대…목표가↓”-이베스트"
752,3, 2021.10.07 08:10,"창업자까지 나섰지만…카카오·엔씨, 바닥이 안 보인다"
753,4, 2021.10.06 18:55,"엔씨소프트 홍원준 CFO 영입 ""글로벌 투자역량·성장동력 강화"""
754,5, 2021.10.06 16:14,"[마켓인사이트]엔씨소프트, 홍원준 전 스톤브릿지캐피털 파트너 CFO로..."
755,6, 2021.10.06 10:56,"엔씨소프트, 홍원준 신임 CFO 영입…“투자발굴·가치제고”"
756,7, 2021.10.06 10:46,"엔씨소프트, 신규 임원 영입 발표"
757,8, 2021.10.06 10:41,"엔씨, CFO에 정통금융맨 홍원준 부사장 영입"
758,9, 2021.10.06 16:34,"글로벌 역량강화 나선 엔씨소프트, CFO에 홍원순 영입"
759,10, 2021.10.06 15:37,"엔씨소프트, '글로벌 투자 전문가' 홍원준 CFO 영입"
760,11, 2021.10.06 11:10,"엔씨소프트, 홍원준 CFO 영입…글로벌 투자역량 강화"
761,12, 2021.10.06 10:39,"엔씨소프트, 홍원준 CFO 영입…""글로벌 투자역량 확대"""
762,13, 2021.10.06 11:36,대표 성장주 카카오·네이버·엔씨… 고점 대비 얼마나 하락했나
763,14, 2021.10.06 11:23,[증시이슈] 주가 소폭 오른 엔씨소프트…낙폭 만회할 수 있나
764,15, 2021.10.06 08:51,"엔씨소프트, 리니지W 변곡점 기대…목표가↓-DB"
765,16, 2021.10.05 13:27,"유동수 의원 “엔씨소프트, 확률형 아이템으로 소비자 속여”"
766,17, 2021.10.03 17:10,"""린저씨 잡았지만 수익은 글쎄""…증권사, 엔씨 목표주가 하향"
767,18, 2021.10.02 00:25,"""린저씨 돌아와주세요""…비즈니스모델까지 바꾼 엔씨 주가 살아날까"
768,0, 2021.10.06 11:10,"엔씨소프트, 홍원준 CFO 영입…글로벌 투자역량 강화"
769,1, 2021.10.06 10:39,"엔씨소프트, 홍원준 CFO 영입…""글로벌 투자역량 확대"""
770,2, 2021.10.06 10:56,"엔씨소프트, 홍원준 신임 CFO 영입…“투자발굴·가치제고”"
771,3, 2021.10.06 10:46,"엔씨소프트, 신규 임원 영입 발표"
772,4, 2021.10.06 10:41,"엔씨, CFO에 정통금융맨 홍원준 부사장 영입"
773,5, 2021.10.06 08:51,"엔씨소프트, 리니지W 변곡점 기대…목표가↓-DB"
774,6, 2021.10.05 13:27,"유동수 의원 “엔씨소프트, 확률형 아이템으로 소비자 속여”"
775,7, 2021.10.03 17:10,"""린저씨 잡았지만 수익은 글쎄""…증권사, 엔씨 목표주가 하향"
776,8, 2021.10.02 00:25,"""린저씨 돌아와주세요""…비즈니스모델까지 바꾼 엔씨 주가 살아날까"
777,9, 2021.10.01 16:58,"‘과금 BM’ 버린 엔씨, 주가 반등할까"
778,10, 2021.10.01 07:38,"'과금논란' 엔씨소프트, 과금모델 바꿨다…""민심은 천심"""
779,11, 2021.10.01 11:30,"""초심으로 돌아가겠다""…절치부심 엔씨, 주가도 복귀할까"
780,12, 2021.10.01 08:07,"엔씨소프트, 블소2 반영해 목표가↓…리니지W 흥행은 기대-신한"
781,13, 2021.10.01 07:52,"엔씨소프트, 실적 추정치 하향…목표가 16%↓-신한"
782,14, 2021.10.01 07:51,"엔씨소프트, 목표주가 78만..16.1%↓-신금투"
783,15, 2021.09.30 17:15,린저씨 돌아와주세요…엔씨 결국 비즈니스모델까지 바꾼다
784,16, 2021.09.30 12:56,"엔씨 ""리니지 본연의 재미로 돌아가겠다""…'과금모델 대폭 축소' 약속"
785,17, 2021.09.30 10:46,"위기의 엔씨 “대표적 과금시스템, 리니지W엔 없다”"
786,0, 2021.12.23 09:44,"엔씨, PC게임 4종 크리스마스 이벤트"
787,1, 2021.12.22 09:24,"""엔씨소프트의 2022년, 3가지 과제 주목해야"""
788,2, 2021.12.22 08:54,"엔씨소프트, 리니지 W로 4·4분기 매출 반등 예상-유진"
789,3, 2021.12.22 08:51,"""엔씨소프트, 4Q 호실적 전망...반등의 조건은 신작 성공"""
790,4, 2021.12.22 08:46,"엔씨소프트, 리니지W 흥행 지속·P2E 출시 여부 관건-유진"
791,5, 2021.12.22 08:45,"유진투자증권 “엔씨소프트, 리니지 W 흥행…주가 반등 가능성”"
792,6, 2021.12.22 08:20,[클릭 e종목] 4Q 선방 엔씨…내년에도 성장 이어갈까
793,7, 2021.12.22 08:15,"엔씨소프트, 리니지 W 흥행으로 주가 반등 기로-유진"
794,8, 2021.12.22 08:10,"""엔씨소프트, 리니지W 흥행에 주가 반등 기로 섰다""-유진"
