title,date
님덜 프로젝트E 봄??? 개대박,2022.02.14 15:13
찬티들은 약보합만 되어도 기분 좋은가보다 ㅋㅋㅋ,2022.02.14 15:12
뭐임 신작나옴?,2022.02.14 15:12
신작 5종예상,2022.02.14 15:11
내일 실적발표가 형편없다는 증거,2022.02.14 15:11
엔씨 옵션 만들면 인기 많을듯,2022.02.14 15:10
진짜 개쪽팔리네...,2022.02.14 15:07
엔씨 신작게임5종 발표,2022.02.14 15:06
신작 나온다 해도 전혀 기대 안됨,2022.02.14 15:06
자 층수 말해보자,2022.02.14 15:06
엔씨가 투트랙으로 게임을 개발해야 하는 이유,2022.02.14 15:03
기반다지는중 ㅎㅎㅎ,2022.02.14 15:03
헐  신작발표했는디  ㅋㅋ,2022.02.14 15:01
신작들 기대되네,2022.02.14 15:00
주식 사고 몇년 자고 일어나면 수익난다고 했다,2022.02.14 14:59
"목표로 하고있다, 예정이다 등 nc 말은 걸러라",2022.02.14 14:56
완벽한,2022.02.14 14:56
귀여운 리니지는 진짜 누구대가리에서 나온건지 ㅋㅋㅋㅋㅋ,2022.02.14 14:56
트릭스터m 섭종하면,2022.02.14 14:53
말이 신작 5개지 ㅋㅋ,2022.02.14 14:51
이주식 매력있는 부분,2022.02.14 14:50
오늘판 훅우잇냐,2022.02.14 14:50
귀신같은 블루본능~,2022.02.14 14:48
급하긴 급했나 보네요. 신작을 5개나 계발 한다고 ㅎㅎ,2022.02.14 14:46
너네 4층 통제 하나,2022.02.14 14:46
만약에 엔씨로 금강선이 온다면?? ,2022.02.14 14:44
주주님 TJ 쿠폰 뿌리라고 압박하세요,2022.02.14 14:43
골드만이 자전거래 해주면서 개처럼 보합 만드는중 ㅋㅋ,2022.02.14 14:43
이  개잡주,2022.02.14 14:42
리니지TL이 로아처럼 대박못치는 이유,2022.02.14 14:42
대한민국 개 ㅈ같은 회사 1위,2022.02.14 14:41
리니지w 유저수 전주대비 -20%,2022.02.14 14:41
목표주가,2022.02.14 14:40
얼마나 급했으면 허겁지겁 신작5개나 개발중이라고 언플하네 ㅋㅋ,2022.02.14 14:39
"외국 회사랑 벌써 입을 마쳤나보네...팔려고.,,,,",2022.02.14 14:38
위메가 먼저 코인nft팔아먹어서 누가 당함?,2022.02.14 14:37
오랜만에 왔는데 ㅋㅋㅋ더 떨어졌구마잉,2022.02.14 14:36
신작ip 5도류 무과금 = 하한가,2022.02.14 14:36
스마일게이트는 대박인데 엔씨는 운지!,2022.02.14 14:36
반등없다 이건,2022.02.14 14:35
댓글창 막아놓고 소통한대ㅋㅋㅋ,2022.02.14 14:35
Hmm영업이익 7조 나왔는데 여기,2022.02.14 14:33
트릭스터 유저 300명 아님,2022.02.14 14:33
장외로 지분 사들일거면...가격이 한참 더 떨어져야 장외 사는 기업이 이득이겠지!~,2022.02.14 14:32
그라믄 리니지w는 시간끌기용이였냐???,2022.02.14 14:31
기관들 매도 칠거없나 ,2022.02.14 14:30
다시는 못올 잃어버린 51.1,2022.02.14 14:30
MZ세대가 엔씨게임 안하는데 뭔 신작이야,2022.02.14 14:28
트릭스터M 오픈할때도 주주들은 주가 떡상한다고 예측함,2022.02.14 14:28
작년에 회사 끄떡없다매? 지금도 끄떡없어?,2022.02.14 14:27
혹시 5배로 빨리 망하고 싶은건가요??,2022.02.14 14:27
낼 하한가 인가요?,2022.02.14 14:27
오늘 골드만이 급등 조정해주는거임 (내일을 위해),2022.02.14 14:27
4글자로 웃겨드리겠습니다.,2022.02.14 14:26
신작 나오면 꼭 해본다.,2022.02.14 14:26
하락장에 안내린게 어디냐,2022.02.14 14:25
홈피 댓글도 막는 쫄보 기업,2022.02.14 14:25
신작 5종 발표하고 올해 신작 5종 출시 미룰듯 ㅋㅋㅋㅋㅋㅋ,2022.02.14 14:23
2021년신작3개 = 폭망,2022.02.14 14:23
대단하다 ㅋㅋ,2022.02.14 14:23
사장이라는 놈도 입벌구 주주도 입벌구,2022.02.14 14:23
신작 출시 = 리니지W 버리겠다,2022.02.14 14:22
엔솔 54에 팔고 엔씨 53 갈아탔습니다,2022.02.14 14:22
영상공개에 낚여서 블소때마냥 ㅋ,2022.02.14 14:21
