title,date
외국인 수급분석...주린이여요...,2022.02.07 01:48
에효..,2022.02.07 01:18
ㅉㅉ OOO들,2022.02.07 00:08
나혼자만 레벨업 잘만들었음 좋겠다...,2022.02.06 23:20
주가관리,2022.02.06 22:34
주가관리,2022.02.06 22:40
잡쥬!! 상한가 가도 13만원이네 ㅋㅋㅋㅋ,2022.02.06 21:36
평일이 싫다!!,2022.02.06 19:18
텐센트는,2022.02.06 18:58
????환영????2월달에 텐센트 대주주 등극????,2022.02.06 18:28
위메이드가 개발한 클레바 디파이 천억 출금금지행태,2022.02.06 17:16
이기 어디서!! 미친나??,2022.02.06 23:37
넷마블이 왜 하필 IR 9일에 하는줄 알아?,2022.02.06 14:43
신입 안티들이 잘 모르는데 ㅋㅋ,2022.02.06 17:58
실적발표날 9자 안착한다~,2022.02.06 13:37
4년 골수 주주 gogu가 까로 변한거 보면,2022.02.06 13:00
구세주는 텐센트 뿐이다,2022.02.06 12:10
2월 MSCI 라밸런싱 일정 및 편입 편출 예상,2022.02.06 11:47
씨끄럽다!! 그냥 암마블 쳐다보지도 마라!!,2022.02.06 11:22
????텐센트님 방가숩니다????대주주 환영,2022.02.06 11:05
단기 초악재만 4개 ,2022.02.06 10:36
월요일 9만 깬다 딱 잡?ㅋㅋ?ㅋㅋㅋ,2022.02.06 10:32
니네 여기 영업이익 150억인건 알지??,2022.02.06 10:30
개작두를 대령해라,2022.02.06 07:10
블럭딜????대주주는 텐센트님 원츄????,2022.02.06 05:39
오버프라임 반응 괜찮은데…,2022.02.06 01:47
넷마블 신작게임 총정리 신작만 20개,2022.02.05 23:01
Cj  에스엠 인수 예정,2022.02.05 22:57
단기악재만 4개 ,2022.02.05 21:44
[여성들의 권위와권세를 바라는것이아니라..],2022.02.05 21:40
[여성들의 권위와권세를 바라는것이아니라..],2022.02.05 23:16
올인,2022.02.05 21:38
이거 주식 이상하다 하이브,2022.02.05 21:23
????텐센트님 어서오세요????,2022.02.05 19:42
암마블!! 4년차 주주다!! 쳐다보지도 마라!!,2022.02.05 19:34
nft 약팔이 소재는 좋은데,2022.02.05 18:15
메타버스 NFT 대장주 월요일날 +10퍼,2022.02.05 17:31
넷마블,2022.02.05 17:19
희망회로 하나 던져주고 간다ㅋ,2022.02.05 16:13
님들 평단 몇임? ㅋㅋㅋ?,2022.02.05 16:02
공매도에 당할기업이 있겠냐,2022.02.05 15:23
중국이 이렇게 설치 는데.....,2022.02.05 15:08
gogu형이 까로 변한거보니 대바닥이 다온듯,2022.02.05 14:53
개미들이 원하는 건 ????텐센트 대주주 ????,2022.02.05 14:43
세븐나이트 레볼루션 빨리나와야하는데 뭐하는거지?,2022.02.05 14:17
넷마블 4년차 주주인데!!,2022.02.05 14:11
주가조작으로 신고했더니 슬그머니 기사 수정한건가,2022.02.05 12:54
ㅋㅋㅋㅋ넷마블에 배당이 어딨누,2022.02.05 15:34
찌라시 퍼트리는 기자 죽일 방법이 없나요,2022.02.05 12:52
돈 쳐먹은  기자,2022.02.05 12:43
쒸부락 넷마블 주가관리 안하냐?,2022.02.05 11:41
????대주주 염원???? 텐센트는 사랑입니다,2022.02.05 11:33
해당 기자 2명 불공정거래 주가조작 신고,2022.02.05 10:56
900만주,2022.02.05 10:43
2월 10일 1차 분할매수 2차는 블록딜 이후,2022.02.05 10:03
적대적 M&A하면 텐센트 개인주주 다건다,2022.02.05 09:40
??환영?? 텐센트 대주주 원해요??????,2022.02.05 09:26
방씨가  대표  세상많이좋아졌다,2022.02.05 09:14
10만원은 지켜줄거라 믿는다.,2022.02.05 07:32
고점,2022.02.04 21:51
악재가 나와야....,2022.02.04 21:02
딜도 아니고 덴 도아니다..,2022.02.04 20:36
근데 신기하긴 하다,2022.02.04 19:50
Cj야 주식 꼭 텐센트에 팔아라,2022.02.04 19:21
넷마블 박스권에서 못벗어남,2022.02.04 19:13
[삭제된 게시물의 답글]니돈으로 ,2022.02.04 19:30
[삭제된 게시물의 답글]넷마블 본사앞 트럭시위 가자,2022.02.04 20:05
확인하고 갈 자리 같습니다.,2022.02.04 18:59
얘는 ㄹㅇ 신기한 애네,2022.02.04 18:43
본사,2022.02.04 17:58
경영진들은 나는 닭대가리다라고복창해라,2022.02.04 17:39
넷마블,2022.02.04 17:24
10짜 깨지면 매수할라구했는데,2022.02.04 17:21
주말입니다. 개잡주는 잊어버리시고,2022.02.04 17:20
떡상 각이구만,2022.02.04 16:58
게임산업 웰베이드 레포트,2022.02.04 16:55
적대적 m&a일어나면,2022.02.04 16:47
쓰레기같은 회사대응,2022.02.04 16:37
코쟁이 시키덜 3500원 상승에,2022.02.04 16:29
다른 게임주식 처럼 10프로 상승은 빡세군.,2022.02.04 16:22
개돼지들 9퍼 쳐맞고 3%오르니 숨 좀 쉬어지는듯,2022.02.04 16:16
무대응 회사 상폐해라 그냥,2022.02.04 15:56
어제꺼 다 복구 못했지만...미리 쳐맞은걸로 생각하면됨,2022.02.04 15:48
모건이 들왔네,2022.02.04 15:47
근데 겜은 언제 나와,2022.02.04 15:43
개잡주 쳐다보지도 맙시다!!,2022.02.04 15:42
지분 매각해서...,2022.02.04 15:38
CJ 뒷통수 치기 조심조심,2022.02.04 15:31
텐센트에 지분 넘겨라,2022.02.04 15:30
2022년 역대급 실적과 신작들,2022.02.04 15:15
결국 어제 빠진거 복구 못했네 ㅋㅋㅋ,2022.02.04 15:15
제발 지분 팔아,2022.02.04 15:03
지금 게임회사 몸값이 금값이다,2022.02.04 14:55
다음주 더 내려가겠네~,2022.02.04 14:53
메타버스는 무슨 OOO 때려치고 마을버스나 운전해라,2022.02.04 14:42
그러게 기사 좀  이상하다고 수요일에,2022.02.04 14:41
윤석열이 주장하는 사드배치,2022.02.04 14:30
어제 다시들어왔는데 이기 먼공,2022.02.04 14:24
어제 개같이 뺀거,2022.02.04 14:06
메타버스 카지노,2022.02.04 13:59
지분 10프로 정리,2022.02.04 13:48
어제 10만원에 들어 왔습니당,2022.02.04 13:41
외국인 공매도 때리고,2022.02.04 13:33
아니OOO 일단 레볼루션좀 내놔라,2022.02.04 13:27
개잡주 쳐다도보지 마시고 산사람은 같이 뼈를 묻고,2022.02.04 13:26
외국인 매집 엄청나네,2022.02.04 13:23
노예의 끈을 탈출하는 법은,2022.02.04 13:21
사기만 하면 돈버는 자리네,2022.02.04 13:19
"종가 99,900원",2022.02.04 13:12
공매도에 당할기업이 있겠냐,2022.02.04 13:11
개인만 던지는거지 ?,2022.02.04 13:10
결정난 거 없다는 소리는,2022.02.04 13:00
지금 상황을 보니,2022.02.04 12:54
개잡주 쳐다보지 마시고 산사람은 같이 뼈를 묻고,2022.02.04 12:54
흐르네,2022.02.04 12:37
"CJ ENM 넷마블 지분 매각 ""아무것도 결정된 바 없다""",2022.02.04 12:34
회사가 쓰레기네 대응도 안하고,2022.02.04 12:33
최대한 저렴하게 블록딜 할려고 하네,2022.02.04 12:27
야야야 이러는거 아니다.,2022.02.04 12:24
"금일 종가 : 105,000원",2022.02.04 12:21
텐센트 지분17% 대주주지분 24%,2022.02.04 12:19
진짜 개잡주네,2022.02.04 12:13
"넷마블 자회사 줄줄이 상장하면, 카카오 꼴 난다",2022.02.04 12:10
풀매기회다,2022.02.04 12:03
노답,2022.02.04 11:53
방오너가 주주생각이라도 해주면,2022.02.04 11:44
